2019-1-1T0:0:19	-1.547254368079027e-07	3.2294224941125615e-05	-2.16939665929942e-07	0	0	0	0	0	0	0	0.64297921290000004	0
2019-1-1T0:0:20	-1.5592595378598313e-07	3.2296447287976775e-05	-2.1841265222200696e-07	-0.86659906342137483	-0.011786501056685789	-1.2325915980291988	0	0	0	4.2352904548102446e-22	0.64297921290000004	-1.0787475418540977e-22
2019-1-1T0:0:21	-1.5712284045508719e-07	3.2298655914985603e-05	-2.1988642634030088e-07	-0.86857343478905391	-0.011866756450622663	-1.2309520225435759	0	0	0	2.1177074998202704e-22	0.64297921290000004	-1.0687695096745418e-22
2019-1-1T0:0:22	-1.5831609293207311e-07	3.2300850816104675e-05	-2.2136098137922081e-07	-0.87053766711486913	-0.011946875884886889	-1.2293096346452435	0	0	0	1.2454483029792736e-26	0.64297921290000004	-1.0587914774949864e-22
2019-1-1T0:0:23	-1.5950570734987635e-07	3.2303031985302128e-05	-2.2283631042715449e-07	-0.87249176295251152	-0.012026857310822139	-1.2276644811430675	0	0	0	6.2272415149044789e-26	0.64297921290000004	-5.2939573874749306e-22
2019-1-1T0:0:24	-1.6069167985756696e-07	3.2305199416563323e-05	-2.2431240656649269e-07	-0.87443572516863211	-0.012106698694823852	-1.2260166085986837	0	0	0	1.1209034726831687e-25	0.64297921290000004	-9.5291232974548771e-22
2019-1-1T0:0:25	-1.6187400662029497e-07	3.230735310389017e-05	-2.2578926287367492e-07	-0.8763695569400477	-0.012186398018340483	-1.2243660633251041	0	0	0	1.1209034726829685e-25	0.64297921290000004	-9.5291232974548752e-22
2019-1-1T0:0:26	-1.6305268381928019e-07	3.2309493041302045e-05	-2.2726687241920892e-07	-0.87829326175098832	-0.012265953277861614	-1.2227128913854131	0	0	0	1.1209034726829685e-25	0.64297921290000004	-9.5291232974548752e-22
2019-1-1T0:0:27	-1.6422770765198633e-07	3.2311619222833643e-05	-2.2874522826772063e-07	-0.88020684339030331	-0.012345362484918812	-1.2210571385914453	0	0	0	-2.1164620515172895e-22	0.64297921290000004	-9.5191452652753182e-22
2019-1-1T0:0:28	-1.6539907433192316e-07	3.2313731642537279e-05	-2.3022432347797663e-07	-0.8821103059487071	-0.012424623666079965	-1.2193988505025439	0	0	0	1.1209034726826631e-25	0.64297921290000004	-9.5291232974548752e-22
2019-1-1T0:0:29	-1.6656678008882835e-07	3.2315830294482343e-05	-2.317041511029206e-07	-0.88400365381598578	-0.01250373486293781	-1.2177380724243154	0	0	0	1.1209034726826631e-25	0.64297921290000004	-9.5291232974548752e-22
2019-1-1T0:0:30	-1.6773082116858803e-07	3.2317915172753513e-05	-2.3318470418969996e-07	-0.88588689167826407	-0.012582694132103651	-1.2160748494074631	0	0	0	1.6190827938753821e-25	0.64297921289999993	-1.3764289207434819e-21
2019-1-1T0:0:31	-1.6889119383317021e-07	3.2319986271453816e-05	-2.3466597577970355e-07	-0.88776002451524361	-0.012661499545197024	-1.214409226246655	0	0	0	1.6190827938753821e-25	0.64297921289999993	-1.3764289207434819e-21
2019-1-1T0:0:32	-1.7004789436099957e-07	3.2322043584702585e-05	-2.3614795890861972e-07	-0.88962305759746252	-0.012740149188830001	-1.2127412474794075	0	0	0	1.6190827938753816e-25	0.64297921289999993	-1.3764289207434819e-21
2019-1-1T0:0:33	-1.712009190464102e-07	3.2324087106636443e-05	-2.3763064660641932e-07	-0.8914759964835558	-0.012818641164602771	-1.2110709573850431	0	0	0	2.1172621150681015e-25	0.64297921290000004	-1.7999455117414761e-21
2019-1-1T0:0:34	-1.7235026420016822e-07	3.2326116831407282e-05	-2.3911403189742605e-07	-0.89331884701748565	-0.012896973589080051	-1.2093983999835964	0	0	0	2.1172621150681015e-25	0.64297921290000004	-1.7999455117414761e-21
2019-1-1T0:0:35	-1.7349592614920163e-07	3.2328132753186664e-05	-2.4059810780035835e-07	-0.89515161532588738	-0.012975144593783084	-1.2077236190349341	0	0	0	2.1172621150681005e-25	0.64297921290000004	-1.7999455117414761e-21
2019-1-1T0:0:36	-1.7463790123664443e-07	3.2330134866161557e-05	-2.4208286732830698e-07	-0.89697430781535226	-0.013053152325168403	-1.206046658037782	0	0	0	4.2372831720950121e-22	0.64297921290000004	-1.8019411181773871e-21
2019-1-1T0:0:37	-1.7577618582200427e-07	3.2332123164536473e-05	-2.4356830348884938e-07	-0.89878693116960651	-0.013130994944614342	-1.2043675602286883	0	0	0	4.2377813514162054e-22	0.64297921290000004	-2.2254577091753818e-21
2019-1-1T0:0:38	-1.7691077628090299e-07	3.2334097642532486e-05	-2.4505440928401025e-07	-0.90058949234697871	-0.013208670628397428	-1.2026863685813478	0	0	0	4.2377813514162054e-22	0.64297921290000004	-2.2254577091753818e-21
2019-1-1T0:0:39	-1.7804166900533058e-07	3.2336058294388695e-05	-2.4654117771033397e-07	-0.90238199857753687	-0.013286177567675962	-1.201003125805548	0	0	0	4.2377813514162054e-22	0.64297921290000015	-2.2254577091753818e-21
2019-1-1T0:0:40	-1.7916886040369943e-07	3.2338005114360942e-05	-2.4802860175893251e-07	-0.90416445736058371	-0.013363513968469524	-1.1993178743465929	0	0	0	3.1136207574530526e-25	0.64297921290000026	-2.6469786937374652e-21
2019-1-1T0:0:41	-1.8029234690049605e-07	3.2339938096722485e-05	-2.4951667441546419e-07	-0.9059368764618172	-0.01344067805163386	-1.197630656384316	0	0	0	3.1136207574530526e-25	0.64297921290000026	-2.6469786937374652e-21
2019-1-1T0:0:42	-1.8141212493660468e-07	3.2341857235764938e-05	-2.5100538866020572e-07	-0.90769926391083322	-0.013517668052837524	-1.1959415138325746	0	0	0	3.1136207574530526e-25	0.64297921290000026	-2.6469786937374652e-21
2019-1-1T0:0:43	-1.8252819096934814e-07	3.2343762525794926e-05	-2.5249473746810173e-07	-0.90945162799834345	-0.013594482222542541	-1.1942504883383656	0	0	0	3.1136207574530526e-25	0.64297921290000026	-2.6469786937374652e-21
2019-1-1T0:0:44	-1.8364054147225605e-07	3.2345653961138344e-05	-2.5398471380875505e-07	-0.91119397727358198	-0.013671118825974231	-1.1925576212812561	0	0	0	3.1136207574530536e-25	0.64297921290000026	-2.6469786937374652e-21
2019-1-1T0:0:45	-1.8474917293528052e-07	3.2347531536138035e-05	-2.5547531064649275e-07	-0.91292632054166678	-0.013747576143093944	-1.1908629537727262	0	0	0	3.1136207574530517e-25	0.64297921290000015	-2.6469786937374652e-21
2019-1-1T0:0:46	-1.8585408186475411e-07	3.2349395245154088e-05	-2.5696652094039581e-07	-0.9146486668610132	-0.01382385246857765	-1.1891665266556388	0	0	0	3.1136207574530517e-25	0.64297921290000015	-2.6469786937374652e-21
2019-1-1T0:0:47	-1.8695526478331288e-07	3.235124508256503e-05	-2.5845833764430885e-07	-0.91636102554067866	-0.013899946111781093	-1.1874683805036055	0	0	0	3.1136207574530508e-25	0.64297921290000015	-2.6469786937374652e-21
2019-1-1T0:0:48	-1.880527182301189e-07	3.2353081042766546e-05	-2.5995075370691848e-07	-0.91806340613779447	-0.013975855396716247	-1.1857685556205293	0	0	0	-4.2320522892224924e-22	0.64297921290000015	-2.6449830873015542e-21
2019-1-1T0:0:49	-1.8914643876060638e-07	3.2354903120170962e-05	-2.6144376207173636e-07	-0.9197558184549951	-0.014051578662014256	-1.1840670920401184	0	0	0	-4.2320522892224924e-22	0.64297921290000015	-2.6449830873015542e-21
2019-1-1T0:0:50	-1.9023642294668964e-07	3.2356711309210521e-05	-2.6293735567717588e-07	-0.92143827253776467	-0.014127114260901559	-1.182364029525337	0	0	0	-4.2320522892224924e-22	0.64297921290000015	-2.6449830873015542e-21
2019-1-1T0:0:51	-1.9132266737671349e-07	3.235850560433305e-05	-2.6443152745655846e-07	-0.92311077867198799	-0.014202460561163902	-1.1806594075681307	0	0	0	3.113620757452745e-25	0.64297921290000015	-2.6469786937374652e-21
2019-1-1T0:0:52	-1.9240516865544527e-07	3.2360286000004517e-05	-2.659262703381657e-07	-0.92477334738131933	-0.01427761594511005	-1.1789532653889312	0	0	0	3.6118000786454662e-25	0.64297921290000015	-3.0704952847354592e-21
2019-1-1T0:0:53	-1.9348392340402365e-07	3.2362052490710467e-05	-2.6742157724525373e-07	-0.92642598942463772	-0.014352578809546051	-1.1772456419363044	0	0	0	3.6118000786455718e-25	0.64297921290000004	-3.0704952847354592e-21
